date,vwretd,vwretx
1925-12-31,,
1926-01-30,0.0005610363,-0.001395089
1926-02-27,-0.03304553,-0.03658723
1926-03-31,-0.06400222,-0.07002128
1926-04-30,0.03701948,0.03403132
1926-05-28,0.01209523,0.008584509
1926-06-30,0.05366369,0.04618894
1926-07-31,0.03141126,0.029225
1926-08-31,0.02864728,0.02535763
1926-09-30,0.00578737,3.00449e-05
1926-10-30,-0.02899619,-0.03106881
1926-11-30,0.02855394,0.0229787
1926-12-31,0.029211,0.0214219
1927-01-31,0.002416228,5.323665e-05
1927-02-28,0.0453671,0.04116976
1927-03-31,0.003756279,-0.002241672
1927-04-30,0.007225051,0.005134092
1927-05-31,0.05777311,0.05362266
1927-06-30,-0.02108671,-0.02740624
1927-07-30,0.07527909,0.07286946
1927-08-31,0.02249037,0.01843828
1927-09-30,0.04992352,0.04500271
1927-10-31,-0.0407699,-0.0425937
1927-11-30,0.06845258,0.06329948
1927-12-31,0.02378212,0.01820621
1928-01-31,-0.003339723,-0.005101366
1928-02-29,-0.01447756,-0.01811899
1928-03-31,0.09047843,0.08558162
1928-04-30,0.04384581,0.04208157
1928-05-31,0.01769032,0.01395029
1928-06-30,-0.04524517,-0.05028869
1928-07-31,0.009399799,0.00762611
1928-08-31,0.07020616,0.06618632
1928-09-29,0.03149783,0.0280404
1928-10-31,0.01922795,0.01765021
1928-11-30,0.1214999,0.1163827
1928-12-31,0.005557177,0.001348304
1929-01-31,0.05393473,0.05234604
1929-02-28,-0.0004461388,-0.003385589
1929-03-28,-0.007808392,-0.01179483
1929-04-30,0.01717913,0.01579548
1929-05-31,-0.05992296,-0.06397036
1929-06-29,0.1015726,0.09807518
1929-07-31,0.04595761,0.04414874
1929-08-30,0.08534303,0.08195264
1929-09-30,-0.05045466,-0.05323604
1929-10-31,-0.1966836,-0.1985132
1929-11-27,-0.1238121,-0.1279924
1929-12-31,0.01639001,0.01077326
1930-01-31,0.05840661,0.05580596
1930-02-28,0.02824166,0.02434828
1930-03-31,0.07463142,0.07057096
1930-04-30,-0.0205411,-0.02246035
1930-05-29,-0.01401008,-0.01761061
1930-06-30,-0.1599798,-0.1642593
1930-07-31,0.04196365,0.03952891
1930-08-29,0.003662904,-0.0005810863
1930-09-30,-0.1248049,-0.1294385
1930-10-31,-0.08657879,-0.08912858
1930-11-29,-0.02805652,-0.0319168
1930-12-31,-0.07773924,-0.08443576
1931-01-31,0.06379242,0.06107003
1931-02-28,0.1096945,0.1047697
1931-03-31,-0.06286591,-0.06799862
1931-04-30,-0.100219,-0.1023665
1931-05-29,-0.1338355,-0.1383846
1931-06-30,0.1403397,0.1331774
1931-07-31,-0.06643803,-0.06902687
1931-08-31,0.003078467,-0.001546856
1931-09-30,-0.2917314,-0.2969413
1931-10-31,0.08150863,0.07821291
1931-11-30,-0.08840158,-0.09490846
1931-12-31,-0.134971,-0.1434927
1932-01-30,-0.01053417,-0.01296311
1932-02-29,0.05766299,0.05059035
1932-03-31,-0.1105994,-0.1179782
1932-04-30,-0.1794166,-0.1820323
1932-05-31,-0.2061975,-0.2128041
1932-06-30,-0.004288589,-0.01585415
1932-07-30,0.340643,0.3381621
1932-08-31,0.3713858,0.3653115
1932-09-30,-0.02864878,-0.03460884
1932-10-31,-0.1325531,-0.1340244
1932-11-30,-0.0582601,-0.06351208
1932-12-31,0.0452272,0.03653667
1933-01-31,0.009813348,0.00788943
1933-02-28,-0.1532038,-0.1580706
1933-03-31,0.03310537,0.02502997
1933-04-29,0.3941433,0.3921327
1933-05-31,0.2132608,0.209702
1933-06-30,0.1333642,0.1287616
1933-07-31,-0.09634148,-0.09726182
1933-08-31,0.1212846,0.1188808
1933-09-30,-0.1058357,-0.1099314
1933-10-31,-0.0836499,-0.08504699
1933-11-29,0.09989588,0.09480579
1933-12-30,0.01787564,0.01352499
1934-01-31,0.1267794,0.1250781
1934-02-28,-0.0242871,-0.02769406
1934-03-31,0.004425098,0.0001793101
1934-04-30,-0.01834544,-0.0197426
1934-05-31,-0.07227332,-0.07535212
1934-06-30,0.02534446,0.02082335
1934-07-31,-0.1093659,-0.111132
1934-08-31,0.05704261,0.05171052
1934-09-29,-0.002361888,-0.006752963
1934-10-31,-0.01889535,-0.02033311
1934-11-30,0.08209548,0.07748412
1934-12-31,0.003554074,-0.001823934
1935-01-31,-0.03341629,-0.03524853
1935-02-28,-0.01946191,-0.02377938
1935-03-30,-0.0360132,-0.04113876
1935-04-30,0.09045231,0.08898704
1935-05-31,0.03456105,0.0306583
1935-06-29,0.05779622,0.05303206
1935-07-31,0.07416016,0.07261322
1935-08-31,0.02677315,0.02297936
1935-09-30,0.02607417,0.02172667
1935-10-31,0.06943941,0.06791967
1935-11-30,0.05287168,0.04789818
1935-12-31,0.04692622,0.0424954
1936-01-31,0.06955885,0.06774869
1936-02-29,0.02540242,0.02223048
1936-03-31,0.008253022,0.004881346
1936-04-30,-0.08148064,-0.08264557
1936-05-29,0.05204289,0.04748753
1936-06-30,0.02467073,0.02075382
1936-07-31,0.06595436,0.06432601
1936-08-31,0.01095011,0.006604931
1936-09-30,0.01189897,0.007962374
1936-10-31,0.06998621,0.06846856
1936-11-30,0.03285445,0.02401865
1936-12-31,0.00279573,-0.003385325
1937-01-30,0.0332575,0.03183618
1937-02-27,0.01311363,0.01021223
1937-03-31,-0.002732144,-0.006259466
1937-04-30,-0.07541613,-0.0765765
1937-05-28,-0.007054292,-0.01190365
1937-06-30,-0.04174794,-0.04627191
1937-07-31,0.08972497,0.08811642
1937-08-31,-0.04836485,-0.05275796
1937-09-30,-0.1366226,-0.1412787
1937-10-30,-0.09579819,-0.09736761
1937-11-30,-0.08305319,-0.09519979
1937-12-31,-0.04077352,-0.05000376
1938-01-31,0.00677615,0.005110966
1938-02-28,0.05801302,0.053921
1938-03-31,-0.2384162,-0.2431282
1938-04-30,0.145963,0.1440598
1938-05-31,-0.03905327,-0.04367674
1938-06-30,0.2379136,0.2324737
1938-07-30,0.07209713,0.07062814
1938-08-31,-0.02713935,-0.03048395
1938-09-30,0.008912485,0.004988994
1938-10-31,0.07892665,0.0774769
1938-11-30,-0.0182064,-0.0232553
1938-12-31,0.04191948,0.03651909
1939-01-31,-0.0603808,-0.06161134
1939-02-28,0.03525531,0.0311949
1939-03-31,-0.1207268,-0.1246727
1939-04-29,-0.001931715,-0.003435781
1939-05-31,0.06897085,0.06424364
1939-06-30,-0.05362552,-0.05818541
1939-07-31,0.1022428,0.100681
1939-08-31,-0.06726375,-0.07178942
1939-09-30,0.1618149,0.15731
1939-10-31,-0.00419136,-0.005407186
1939-11-30,-0.0371309,-0.04581723
1939-12-30,0.0296858,0.02279488
1940-01-31,-0.0242149,-0.02561323
1940-02-29,0.01475754,0.009781705
1940-03-30,0.01864297,0.01460406
1940-04-30,0.0008372561,-0.0009295185
1940-05-31,-0.221112,-0.2270364
1940-06-29,0.06685613,0.06111708
1940-07-31,0.03192315,0.0300306
1940-08-31,0.02429623,0.0176306
1940-09-30,0.02311811,0.01819161
1940-10-31,0.0301431,0.028254
1940-11-30,-0.01675246,-0.02688218
1940-12-31,0.006585705,-0.001261003
1941-01-31,-0.04122673,-0.04285342
1941-02-28,-0.01380112,-0.019944
1941-03-31,0.009514603,0.003859863
1941-04-30,-0.05401833,-0.05586177
1941-05-31,0.01314046,0.005155658
1941-06-30,0.05849508,0.05156917
1941-07-31,0.05954285,0.05728114
1941-08-30,-0.001156274,-0.007953304
1941-09-30,-0.007611061,-0.01275818
1941-10-31,-0.05292592,-0.05529963
1941-11-29,-0.02027067,-0.03268477
1941-12-31,-0.04669163,-0.05660914
1942-01-31,0.008978517,0.007175041
1942-02-28,-0.02365086,-0.02996957
1942-03-31,-0.06514447,-0.07173388
1942-04-30,-0.04358327,-0.04599215
1942-05-29,0.06017389,0.0523934
1942-06-30,0.02577185,0.01822644
1942-07-31,0.03532647,0.03281493
1942-08-31,0.01840786,0.01191974
1942-09-30,0.0270694,0.02107176
1942-10-31,0.06908754,0.06705298
1942-11-30,0.001176534,-0.009144468
1942-12-31,0.05128972,0.0424831
1943-01-30,0.07338221,0.0718694
1943-02-27,0.06047818,0.05534167
1943-03-31,0.06179447,0.05672722
1943-04-30,0.007333476,0.00583973
1943-05-29,0.05714205,0.05172483
1943-06-30,0.01735075,0.01227068
1943-07-31,-0.04775291,-0.04928124
1943-08-31,0.0134443,0.00879481
1943-09-30,0.02407737,0.01910466
1943-10-30,-0.01157259,-0.01276298
1943-11-30,-0.05990256,-0.06856292
1943-12-31,0.06421655,0.05694492
1944-01-31,0.01803042,0.01662886
1944-02-29,0.003458829,-0.001590943
1944-03-31,0.02476819,0.01997652
1944-04-29,-0.01648407,-0.01783581
1944-05-31,0.05090894,0.04492671
1944-06-30,0.05684176,0.05152419
1944-07-31,-0.0151938,-0.01661343
1944-08-31,0.01559742,0.01041734
1944-09-30,0.0004530501,-0.003469491
1944-10-31,0.002118638,0.0006111126
1944-11-30,0.01666823,0.007607566
1944-12-30,0.04106975,0.03530129
1945-01-31,0.02021756,0.01895089
1945-02-28,0.06447703,0.05989389
1945-03-31,-0.03917724,-0.0431643
1945-04-30,0.07823165,0.07698071
1945-05-31,0.01818529,0.01243866
1945-06-30,0.004676164,0.001087326
1945-07-31,-0.02206635,-0.02330517
1945-08-31,0.0618262,0.05714744
1945-09-29,0.04829652,0.04496875
1945-10-31,0.03874934,0.03760473
1945-11-30,0.05485895,0.04786152
1945-12-31,0.01300259,0.009218492
1946-01-31,0.06340188,0.06222815
1946-02-28,-0.05825729,-0.06174299
1946-03-30,0.0579414,0.05461988
1946-04-30,0.04229307,0.04115438
1946-05-31,0.0401952,0.03607458
1946-06-28,-0.03866839,-0.04151737
1946-07-31,-0.02630898,-0.0276966
1946-08-30,-0.06446838,-0.06841994
1946-09-30,-0.1020226,-0.1054101
1946-10-31,-0.01416352,-0.01590263
1946-11-30,0.000696889,-0.006475042
1946-12-31,0.0501611,0.04341165
1947-01-31,0.01308428,0.01153595
1947-02-28,-0.01109093,-0.01638117
1947-03-31,-0.01679013,-0.02080455
1947-04-30,-0.04769807,-0.04948724
1947-05-29,-0.009624612,-0.01631714
1947-06-30,0.05322647,0.04853845
1947-07-31,0.04134795,0.03934192
1947-08-29,-0.01735736,-0.02266835
1947-09-30,-0.00466713,-0.009472784
1947-10-31,0.02483112,0.02284688
1947-11-29,-0.01874959,-0.02851441
1947-12-31,0.03070795,0.02324921
1948-01-31,-0.03790801,-0.03968485
1948-02-28,-0.04342223,-0.04950245
1948-03-31,0.08262763,0.07686526
1948-04-30,0.03812801,0.03597245
1948-05-28,0.07431936,0.06838211
1948-06-30,-0.0002798976,-0.005418804
1948-07-30,-0.05028754,-0.05175009
1948-08-31,0.003762302,-0.002899625
1948-09-30,-0.02981309,-0.03512317
1948-10-30,0.06031576,0.05742474
1948-11-30,-0.09207732,-0.1025649
1948-12-31,0.03256602,0.02402407
1949-01-31,0.00307437,0.001117831
1949-02-28,-0.02885193,-0.03623671
1949-03-31,0.04153747,0.03533921
1949-04-30,-0.01797221,-0.02056604
1949-05-31,-0.02848772,-0.03551464
1949-06-30,0.002180482,-0.004382391
1949-07-29,0.05637717,0.05477603
1949-08-31,0.02691613,0.01888697
1949-09-30,0.03208201,0.02726529
1949-10-31,0.03180142,0.03000247
1949-11-30,0.01853478,0.004548589
1949-12-31,0.05226684,0.04476902
1950-01-31,0.01776387,0.01587194
1950-02-28,0.01523364,0.008173049
1950-03-31,0.01274167,0.007457455
1950-04-29,0.04067758,0.03873637
1950-05-31,0.04417265,0.03681714
1950-06-30,-0.0580182,-0.06279892
1950-07-31,0.01612194,0.01457708
1950-08-31,0.05087451,0.04021266
1950-09-29,0.0490439,0.04412192
1950-10-31,-0.001184262,-0.002931113
1950-11-30,0.02905564,0.01226841
1950-12-30,0.05794587,0.0510475
1951-01-31,0.05873524,0.05676111
1951-02-28,0.01408586,0.00743502
1951-03-31,-0.02111456,-0.02575298
1951-04-30,0.05006079,0.04848769
1951-05-31,-0.02246361,-0.02996986
1951-06-29,-0.02553251,-0.02983426
1951-07-31,0.07161052,0.07024319
1951-08-31,0.0450037,0.03675028
1951-09-28,0.009086545,0.005339418
1951-10-31,-0.02262877,-0.02455598
1951-11-30,0.00619348,-0.004035376
1951-12-31,0.03526568,0.0302408
1952-01-31,0.01700245,0.01542049
1952-02-29,-0.02514076,-0.03232816
1952-03-31,0.04586996,0.04172604
1952-04-30,-0.04914772,-0.05084731
1952-05-29,0.03284694,0.02536721
1952-06-30,0.03957465,0.03558823
1952-07-31,0.01140411,0.009897133
1952-08-29,-0.006732553,-0.01380302
1952-09-30,-0.0191469,-0.02306495
1952-10-31,-0.005309009,-0.006960132
1952-11-28,0.05934718,0.0497615
1952-12-31,0.03106571,0.02639906
1953-01-30,-0.001644253,-0.002727623
1953-02-27,-0.001820268,-0.00910893
1953-03-31,-0.01286202,-0.01668057
1953-04-30,-0.02770464,-0.02912582
1953-05-29,0.006921144,-0.0003487054
1953-06-30,-0.01637693,-0.02052332
1953-07-31,0.02511135,0.02355676
1953-08-31,-0.04405621,-0.05136548
1953-09-30,0.003009872,-0.001313044
1953-10-30,0.04752312,0.04592758
1953-11-30,0.02850134,0.0184451
1953-12-31,0.0006782706,-0.00464209
1954-01-29,0.05272153,0.05150025
1954-02-26,0.01755125,0.01032486
1954-03-31,0.0373766,0.0333743
1954-04-30,0.04316166,0.04181948
1954-05-28,0.0317037,0.02520822
1954-06-30,0.01155965,0.007766757
1954-07-30,0.05066832,0.04944175
1954-08-31,-0.02276267,-0.02936904
1954-09-30,0.06463256,0.06138108
1954-10-29,-0.0162159,-0.01762221
1954-11-30,0.09538717,0.08604553
1954-12-31,0.05546865,0.05180648
1955-01-31,0.006837672,0.006027111
1955-02-28,0.03135416,0.02572471
1955-03-31,-0.0009945033,-0.004255666
1955-04-29,0.03235196,0.03134342
1955-05-31,0.01203341,0.006450131
1955-06-30,0.06610822,0.06318117
1955-07-29,0.02024557,0.01936649
1955-08-31,0.004196894,-0.00157858
1955-09-30,-0.00200948,-0.004542534
1955-10-31,-0.02575151,-0.02681207
1955-11-30,0.07186419,0.06269655
1955-12-30,0.01654255,0.01339
1956-01-31,-0.02811947,-0.02947479
1956-02-29,0.03960966,0.034439
1956-03-29,0.06845615,0.06564111
1956-04-30,0.005083206,0.004136442
1956-05-31,-0.04930901,-0.05484805
1956-06-29,0.0372509,0.0345402
1956-07-31,0.05082991,0.04953136
1956-08-31,-0.0298204,-0.03496549
1956-09-28,-0.04960825,-0.05206443
1956-10-31,0.007291722,0.005533645
1956-11-30,0.004677877,-0.0022382
1956-12-31,0.03495719,0.03154783
1957-01-31,-0.03212142,-0.03352918
1957-02-28,-0.01870262,-0.02419817
1957-03-29,0.02411172,0.02094724
1957-04-30,0.04517923,0.04378531
1957-05-31,0.03667944,0.0311772
1957-06-28,-0.005054421,-0.007812272
1957-07-31,0.008937786,0.007362433
1957-08-30,-0.05005114,-0.05522611
1957-09-30,-0.05758639,-0.06038686
1957-10-31,-0.04125081,-0.04304999
1957-11-29,0.02560463,0.01852138
1957-12-31,-0.03736046,-0.04117944
1958-01-31,0.04959513,0.04823868
1958-02-28,-0.01425682,-0.02035136
1958-03-31,0.03369981,0.03026349
1958-04-30,0.03083256,0.02928199
1958-05-29,0.02458158,0.01918583
1958-06-30,0.02949272,0.02626498
1958-07-31,0.04484433,0.04327591
1958-08-29,0.01918109,0.0144639
1958-09-30,0.04868042,0.04574565
1958-10-31,0.02718404,0.02573935
1958-11-28,0.03061017,0.02544129
1958-12-31,0.05309946,0.05029324
1959-01-30,0.009120074,0.008121918
1959-02-27,0.01121954,0.006813199
1959-03-31,0.004669121,0.002112742
1959-04-30,0.03789878,0.03687685
1959-05-29,0.01959489,0.01536404
1959-06-30,0.000676478,-0.001864918
1959-07-31,0.03436159,0.03332653
1959-08-31,-0.01244558,-0.01650202
1959-09-30,-0.04497696,-0.04740272
1959-10-30,0.01574567,0.01461263
1959-11-30,0.01855666,0.01327213
1959-12-31,0.02804312,0.02527081
1960-01-29,-0.06624392,-0.06719053
1960-02-29,0.01441908,0.009714183
1960-03-31,-0.01282217,-0.01548754
1960-04-29,-0.01527067,-0.01632874
1960-05-31,0.03409799,0.02927934
1960-06-30,0.0228328,0.02013439
1960-07-29,-0.02270468,-0.02363535
1960-08-31,0.03221498,0.0270645
1960-09-30,-0.05867334,-0.06086004
1960-10-31,-0.004704664,-0.0059214
1960-11-30,0.0486173,0.04264591
1960-12-30,0.04853724,0.04623041
1961-01-31,0.0639524,0.06278691
1961-02-28,0.03700465,0.03283449
1961-03-30,0.03060992,0.02834709
1961-04-28,0.005644733,0.004884156
1961-05-31,0.02589407,0.02161854
1961-06-30,-0.02849906,-0.03057025
1961-07-31,0.02995465,0.02920686
1961-08-31,0.02685441,0.0218724
1961-09-29,-0.01999036,-0.02126599
1961-10-31,0.02733113,0.0260924
1961-11-30,0.04545113,0.03987947
1961-12-29,0.0007129512,-0.0005986127
1962-01-31,-0.03614699,-0.03748801
1962-02-28,0.01951236,0.01525198
1962-03-30,-0.004687611,-0.006113366
1962-04-30,-0.06343471,-0.06421227
1962-05-31,-0.08461992,-0.08976255
1962-06-29,-0.08261504,-0.0843363
1962-07-31,0.06543834,0.06412908
1962-08-31,0.02341672,0.01788764
1962-09-28,-0.05015823,-0.05178678
1962-10-31,0.002187336,0.0004307727
1962-11-30,0.1101368,0.1029244
1962-12-31,0.01186474,0.01005597
1963-01-31,0.05184811,0.05047498
1963-02-28,-0.02193102,-0.02660777
1963-03-29,0.03291725,0.03123254
1963-04-30,0.0474385,0.04643453
1963-05-31,0.02005121,0.01472589
1963-06-28,-0.01803017,-0.01945858
1963-07-31,-0.001717713,-0.002994894
1963-08-30,0.0526837,0.04803517
1963-09-30,-0.01189818,-0.01331662
1963-10-31,0.02770818,0.02627621
1963-11-29,-0.005549108,-0.01169168
1963-12-31,0.02173631,0.01997825
1964-01-31,0.02578997,0.02473084
1964-02-28,0.01720724,0.0126531
1964-03-31,0.0176361,0.01596718
1964-04-30,0.004607626,0.003672387
1964-05-28,0.01740315,0.01253057
1964-06-30,0.01507977,0.01341283
1964-07-31,0.02011826,0.01912654
1964-08-31,-0.01126617,-0.01557534
1964-09-30,0.03048011,0.0287915
1964-10-30,0.008869391,0.007730329
1964-11-30,0.003089464,-0.002672711
1964-12-31,0.003689812,0.001939214
1965-01-29,0.03864561,0.03766311
1965-02-26,0.006946041,0.002633822
1965-03-31,-0.009715187,-0.01142809
1965-04-30,0.03365206,0.03273698
1965-05-28,-0.004350448,-0.009102405
1965-06-30,-0.05186821,-0.05359144
1965-07-30,0.01675948,0.0158707
1965-08-31,0.03088309,0.02613319
1965-09-30,0.03195209,0.03035679
1965-10-29,0.02927135,0.02821175
1965-11-30,0.003065044,-0.002960564
1965-12-31,0.01354471,0.01197604
1966-01-31,0.01212212,0.01123132
1966-02-28,-0.008620756,-0.01301414
1966-03-31,-0.02092288,-0.02274645
1966-04-29,0.02483739,0.02385366
1966-05-31,-0.05253867,-0.05748318
1966-06-30,-0.01031721,-0.012063
1966-07-29,-0.01287018,-0.01383052
1966-08-31,-0.07538754,-0.08071169
1966-09-30,-0.006958117,-0.00869541
1966-10-31,0.04229421,0.04117124
1966-11-30,0.01751637,0.01060577
1966-12-30,0.006209978,0.004409485
1967-01-31,0.08552976,0.0840772
1967-02-28,0.01094539,0.006257046
1967-03-31,0.04338417,0.04158221
1967-04-28,0.04160927,0.04069712
1967-05-31,-0.03929281,-0.04421654
1967-06-30,0.02690269,0.02534123
1967-07-31,0.04918948,0.04827718
1967-08-31,-0.006282217,-0.0110734
1967-09-29,0.03428572,0.03287484
1967-10-31,-0.02743312,-0.02864967
1967-11-30,0.007901741,0.002565456
1967-12-29,0.03369925,0.03220332
1968-01-31,-0.03632957,-0.03782917
1968-02-29,-0.03362427,-0.03810726
1968-03-29,0.005116275,0.003739882
1968-04-30,0.09414836,0.09273028
1968-05-31,0.02704065,0.02249407
1968-06-28,0.01152704,0.01003735
1968-07-30,-0.02202445,-0.02316198
1968-08-30,0.01803775,0.01349507
1968-09-30,0.04445377,0.04320716
1968-10-31,0.009040978,0.00746743
1968-11-29,0.05850155,0.0541251
1968-12-31,-0.03387295,-0.03536253
1969-01-31,-0.006711497,-0.007725011
1969-02-28,-0.05364015,-0.0578821
1969-03-28,0.03050577,0.02906242
1969-04-30,0.0205258,0.01934541
1969-05-29,0.005039671,0.0002406223
1969-06-30,-0.06738747,-0.06895787
1969-07-31,-0.06517229,-0.06637257
1969-08-29,0.05148963,0.04651694
1969-09-30,-0.02258988,-0.02416673
1969-10-31,0.05563813,0.05377064
1969-11-28,-0.03216413,-0.03667784
1969-12-31,-0.01968058,-0.0214711
1970-01-30,-0.07325444,-0.07451907
1970-02-27,0.05670589,0.05165083
1970-03-31,-0.004729233,-0.006568934
1970-04-30,-0.1053181,-0.1063926
1970-05-29,-0.06434634,-0.06993096
1970-06-30,-0.05106682,-0.05337178
1970-07-31,0.07416943,0.07213157
1970-08-31,0.05003589,0.0445838
1970-09-30,0.04753591,0.04560075
1970-10-30,-0.01820787,-0.02044983
1970-11-30,0.05044786,0.04535408
1970-12-31,0.06072318,0.05896893
1971-01-29,0.05202988,0.05077222
1971-02-26,0.01691275,0.01241273
1971-03-31,0.04477803,0.04297191
1971-04-30,0.03333182,0.03229977
1971-05-28,-0.03640874,-0.04073733
1971-06-30,0.003119002,0.001385168
1971-07-30,-0.0402827,-0.04131726
1971-08-31,0.042511,0.03766605
1971-09-30,-0.005015607,-0.006491065
1971-10-29,-0.04068223,-0.04234599
1971-11-30,-0.00126244,-0.005696284
1971-12-31,0.09125715,0.08955748
1972-01-31,0.02838269,0.02716926
1972-02-29,0.03134902,0.02727213
1972-03-30,0.008722363,0.007247163
1972-04-28,0.005505237,0.004722689
1972-05-31,0.0163754,0.01195969
1972-06-30,-0.02089637,-0.02241182
1972-07-31,-0.004253711,-0.005309554
1972-08-31,0.03596627,0.03185657
1972-09-29,-0.00767067,-0.009085381
1972-10-31,0.008675651,0.007357888
1972-11-30,0.04976369,0.04530478
